Gene stable ID	Transcript stable ID	Transcript start (bp)	Transcript end (bp)	Transcription start site (TSS)	Transcript length (including UTRs and CDS)	Strand	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene % GC content	Gene name	Gene type
YJL206C	YJL206C_mRNA	47659	49935	49935	2277	-1	47659	49935	X	38.30		protein_coding
YKL222C	YKL222C_mRNA	3503	5620	5620	2118	-1	3503	5620	XI	35.88		protein_coding
YHR032W-A	YHR032W-A_mRNA	175195	175374	175195	180	1	175195	175374	VIII	50.00		protein_coding
YJL005W	YJL005W_mRNA	425157	431237	425157	6081	1	425157	431237	X	38.78	CYR1	protein_coding
YLL059C	YLL059C_mRNA	22474	22980	22980	507	-1	22474	22980	XII	40.24		protein_coding
YHR139C	YHR139C_mRNA	378219	379199	379199	981	-1	378219	379199	VIII	42.51	SPS100	protein_coding
YPL239W	YPL239W_mRNA	99484	100086	99484	603	1	99484	100086	XVI	42.79	YAR1	protein_coding
YMR170C	YMR170C_mRNA	601562	603082	603082	1521	-1	601562	603082	XIII	41.75	ALD2	protein_coding
YDR090C	YDR090C_mRNA	625066	625998	625998	933	-1	625066	625998	IV	39.98		protein_coding
RUF5-1	RUF5-1_ncRNA	212409	213118	212409	710	1	212409	213118	VIII	34.08		ncRNA
YOL092W	YOL092W_mRNA	144204	145130	144204	927	1	144204	145130	XV	39.81	YPQ1	protein_coding
YCL018W	YCL018W_mRNA	91324	92418	91324	1095	1	91324	92418	III	44.02	LEU2	protein_coding
YBL023C	YBL023C_mRNA	174920	177526	177526	2607	-1	174920	177526	II	40.01	MCM2	protein_coding
YDR161W	YDR161W_mRNA	779043	780206	779043	1164	1	779043	780206	IV	39.35	ACL4	protein_coding
YLR048W	YLR048W_mRNA	242232	243349	242232	759	1	242232	243349	XII	40.88	RPS0B	protein_coding
tG(GCC)J1	tG(GCC)J1_tRNA	396726	396796	396796	71	-1	396726	396796	X	57.75		tRNA
YMR280C	YMR280C_mRNA	827028	831329	831329	4302	-1	827028	831329	XIII	37.70	CAT8	protein_coding
YBL044W	YBL044W_mRNA	135998	136366	135998	369	1	135998	136366	II	47.15		protein_coding
YPL118W	YPL118W_mRNA	326628	327662	326628	1035	1	326628	327662	XVI	38.26	MRP51	protein_coding
YEL025C	YEL025C_mRNA	102581	106147	106147	3567	-1	102581	106147	V	37.15		protein_coding
tL(UAA)J	tL(UAA)J_tRNA	424432	424515	424515	84	-1	424432	424515	X	58.33	SUP51	tRNA
YNR077C	YNR077C_mRNA	783287	783541	783541	255	-1	783287	783541	XIV	35.29		protein_coding
YNR022C	YNR022C_mRNA	669774	670193	670193	420	-1	669774	670193	XIV	40.24	MRPL50	protein_coding
YBR017C	YBR017C_mRNA	270947	273703	273703	2757	-1	270947	273703	II	38.96	KAP104	protein_coding
YJR126C	YJR126C_mRNA	656254	658689	658689	2436	-1	656254	658689	X	40.56	VPS70	protein_coding
YDR376W	YDR376W_mRNA	1226822	1228303	1226822	1482	1	1226822	1228303	IV	38.60	ARH1	protein_coding
YKL120W	YKL120W_mRNA	217344	218318	217344	975	1	217344	218318	XI	39.08	OAC1	protein_coding
YDR450W	YDR450W_mRNA	1359923	1360798	1359923	441	1	1359923	1360798	IV	38.36	RPS18A	protein_coding
tE(UUC)J	tE(UUC)J_tRNA	115939	116010	116010	72	-1	115939	116010	X	55.56		tRNA
YBR079C	YBR079C_mRNA	395383	398277	398277	2895	-1	395383	398277	II	40.45	RPG1	protein_coding
YDR402C	YDR402C_mRNA	1272234	1273703	1273703	1470	-1	1272234	1273703	IV	37.96	DIT2	protein_coding
YHR155W	YHR155W_mRNA	407103	410789	407103	3687	1	407103	410789	VIII	35.64	LAM1	protein_coding
YHR211W	YHR211W_mRNA	525392	528619	525392	3228	1	525392	528619	VIII	44.27	FLO5	protein_coding
YBR137W	YBR137W_mRNA	513044	513583	513044	540	1	513044	513583	II	39.44		protein_coding
YGR049W	YGR049W_mRNA	591314	591877	591314	564	1	591314	591877	VII	41.31	SCM4	protein_coding
YJL026C-A	YJL026C-A_mRNA	393066	393287	393287	222	-1	393066	393287	X	45.95		protein_coding
YPR075C	YPR075C_mRNA	695737	696819	696819	1083	-1	695737	696819	XVI	44.97	OPY2	protein_coding
YNL259C	YNL259C_mRNA	157644	157865	157865	222	-1	157644	157865	XIV	34.23	ATX1	protein_coding
YOR162C	YOR162C_mRNA	639560	641992	641992	2433	-1	639560	641992	XV	37.77	YRR1	protein_coding
YOR158W	YOR158W_mRNA	632164	633120	632164	957	1	632164	633120	XV	36.57	PET123	protein_coding
YHL012W	YHL012W_mRNA	78936	80417	78936	1482	1	78936	80417	VIII	33.20		protein_coding
YAL026C-A	YAL026C-A_mRNA	95386	95823	95823	438	-1	95386	95823	I	33.33		protein_coding
YDR257C	YDR257C_mRNA	969990	971474	971474	1485	-1	969990	971474	IV	36.16	RKM4	protein_coding
YGL062W	YGL062W_mRNA	385196	388732	385196	3537	1	385196	388732	VII	43.43	PYC1	protein_coding
YIR030C	YIR030C_mRNA	412036	412770	412770	735	-1	412036	412770	IX	35.92	DCG1	protein_coding
YGL103W	YGL103W_mRNA	310967	311927	310967	450	1	310967	311927	VII	38.92	RPL28	protein_coding
IRT1	IRT1_ncRNA	605936	607424	607424	1489	-1	605936	607424	X	39.36		ncRNA
YML037C	YML037C_mRNA	204386	205408	205408	1023	-1	204386	205408	XIII	40.37		protein_coding
YGR124W	YGR124W_mRNA	739944	741662	739944	1719	1	739944	741662	VII	43.80	ASN2	protein_coding
YGR294W	YGR294W_mRNA	1080306	1080668	1080306	363	1	1080306	1080668	VII	49.04	PAU12	protein_coding
YBR291C	YBR291C_mRNA	783673	784572	784572	900	-1	783673	784572	II	41.78	CTP1	protein_coding
YOL032W	YOL032W_mRNA	265429	266169	265429	741	1	265429	266169	XV	40.89	OPI10	protein_coding
YPL222W	YPL222W_mRNA	130162	132228	130162	2067	1	130162	132228	XVI	45.62	FMP40	protein_coding
YIL059C	YIL059C_mRNA	246550	246915	246915	366	-1	246550	246915	IX	44.81		protein_coding
YMR219W	YMR219W_mRNA	707133	712109	707133	4977	1	707133	712109	XIII	38.68	ESC1	protein_coding
YPL153C	YPL153C_mRNA	261727	264192	264192	2466	-1	261727	264192	XVI	39.25	RAD53	protein_coding
YKL175W	YKL175W_mRNA	118793	120304	118793	1512	1	118793	120304	XI	42.26	ZRT3	protein_coding
YOR313C	YOR313C_mRNA	901858	902874	902874	1017	-1	901858	902874	XV	36.48	SPS4	protein_coding
YMR070W	YMR070W_mRNA	409154	410626	409154	1473	1	409154	410626	XIII	42.29	MOT3	protein_coding
YDR525W	YDR525W_mRNA	1489905	1490234	1489905	330	1	1489905	1490234	IV	45.76	API2	protein_coding
YDR074W	YDR074W_mRNA	593893	596583	593893	2691	1	593893	596583	IV	39.65	TPS2	protein_coding
tM(CAU)C	tM(CAU)C_tRNA	149920	149991	149920	72	1	149920	149991	III	65.28		tRNA
YGL259W	YGL259W_mRNA	8470	8967	8470	498	1	8470	8967	VII	39.56	YPS5	protein_coding
YML009C	YML009C_mRNA	251304	251516	251516	213	-1	251304	251516	XIII	40.85	MRPL39	protein_coding
YBR045C	YBR045C_mRNA	328173	330092	330092	1920	-1	328173	330092	II	36.51	GIP1	protein_coding
YLR120W-A	YLR120W-A_mRNA	388672	388773	388672	102	1	388672	388773	XII	32.35		protein_coding
YPL134C	YPL134C_mRNA	298571	299503	299503	933	-1	298571	299503	XVI	44.59	ODC1	protein_coding
YDL035C	YDL035C_mRNA	389172	392057	392057	2886	-1	389172	392057	IV	36.52	GPR1	protein_coding
YBR036C	YBR036C_mRNA	309081	310313	310313	1233	-1	309081	310313	II	43.39	CSG2	protein_coding
YER016W	YER016W_mRNA	188277	189311	188277	1035	1	188277	189311	V	40.39	BIM1	protein_coding
YLR229C	YLR229C_mRNA	604212	604787	604787	576	-1	604212	604787	XII	42.19	CDC42	protein_coding
YMR151W	YMR151W_mRNA	562506	562943	562506	438	1	562506	562943	XIII	34.93	YIM2	protein_coding
YML053C	YML053C_mRNA	169116	169754	169754	639	-1	169116	169754	XIII	36.78		protein_coding
YJR052W	YJR052W_mRNA	532062	533759	532062	1698	1	532062	533759	X	38.63	RAD7	protein_coding
YGR027C	YGR027C_mRNA	534132	534458	534458	327	-1	534132	534458	VII	42.81	RPS25A	protein_coding
YPL093W	YPL093W_mRNA	370978	372921	370978	1944	1	370978	372921	XVI	40.59	NOG1	protein_coding
YHL018W	YHL018W_mRNA	69708	70070	69708	363	1	69708	70070	VIII	47.38		protein_coding
YMR196W	YMR196W_mRNA	655076	658342	655076	3267	1	655076	658342	XIII	40.47		protein_coding
YMR116C	YMR116C_mRNA	499456	500688	500688	960	-1	499456	500688	XIII	42.42	ASC1	protein_coding
YDR449C	YDR449C_mRNA	1357580	1358902	1358902	1323	-1	1357580	1358902	IV	33.48	UTP6	protein_coding
YML093W	YML093W_mRNA	83090	85789	83090	2700	1	83090	85789	XIII	39.37	UTP14	protein_coding
YIL151C	YIL151C_mRNA	57338	60694	60694	3357	-1	57338	60694	IX	37.03	ESL1	protein_coding
YDR491C	YDR491C_mRNA	1434500	1434991	1434991	492	-1	1434500	1434991	IV	39.23		protein_coding
YGR120C	YGR120C_mRNA	730033	730821	730821	789	-1	730033	730821	VII	35.99	COG2	protein_coding
YPR023C	YPR023C_mRNA	608826	610031	610031	1206	-1	608826	610031	XVI	42.95	EAF3	protein_coding
tP(UGG)L	tP(UGG)L_tRNA	92548	92650	92548	72	1	92548	92650	XII	56.31		tRNA
YLR277C	YLR277C_mRNA	697156	699495	699495	2340	-1	697156	699495	XII	37.69	YSH1	protein_coding
YJR075W	YJR075W_mRNA	573981	575171	573981	1191	1	573981	575171	X	40.47	HOC1	protein_coding
YGL093W	YGL093W_mRNA	334886	337639	334886	2754	1	334886	337639	VII	38.93	SPC105	protein_coding
YGR168C	YGR168C_mRNA	833352	834482	834482	1131	-1	833352	834482	VII	34.13		protein_coding
YAL034C	YAL034C_mRNA	80710	81951	81951	1242	-1	80710	81951	I	42.19	FUN19	protein_coding
YOR090C	YOR090C_mRNA	491123	492841	492841	1719	-1	491123	492841	XV	39.62	PTC5	protein_coding
YDR463W	YDR463W_mRNA	1386816	1388375	1386816	1560	1	1386816	1388375	IV	41.47	STP1	protein_coding
YBR276C	YBR276C_mRNA	757620	760043	760043	2424	-1	757620	760043	II	38.20	PPS1	protein_coding
tQ(CUG)M	tQ(CUG)M_tRNA	808246	808317	808317	72	-1	808246	808317	XIII	51.39	CDC65	tRNA
YJR154W	YJR154W_mRNA	725784	726824	725784	1041	1	725784	726824	X	41.02		protein_coding
YLR316C	YLR316C_mRNA	765266	766358	766358	969	-1	765266	766358	XII	42.54	TAD3	protein_coding
YFR057W	YFR057W_mRNA	269061	269516	269061	456	1	269061	269516	VI	34.43		protein_coding
YGL001C	YGL001C_mRNA	495453	496502	496502	1050	-1	495453	496502	VII	39.62	ERG26	protein_coding
YML009C-A	YML009C-A_mRNA	250675	251001	251001	327	-1	250675	251001	XIII	40.06		protein_coding
YLR459W	YLR459W_mRNA	1057334	1058518	1057334	1185	1	1057334	1058518	XII	37.13	GAB1	protein_coding
tL(UAG)L1	tL(UAG)L1_tRNA	592519	592619	592619	82	-1	592519	592619	XII	46.53		tRNA
YFL015W-A	YFL015W-A_mRNA	106415	106732	106415	318	1	106415	106732	VI	47.17		protein_coding
YKR098C	YKR098C_mRNA	633026	635179	635179	2154	-1	633026	635179	XI	36.12	UBP11	protein_coding
YIL062C	YIL062C_mRNA	243998	244462	244462	465	-1	243998	244462	IX	44.95	ARC15	protein_coding
YER006C-A	YER006C-A_mRNA	164344	164661	164661	318	-1	164344	164661	V	32.39		protein_coding
YML057C-A	YML057C-A_mRNA	160023	160412	160412	390	-1	160023	160412	XIII	41.28		protein_coding
YNL168C	YNL168C_mRNA	318030	318809	318809	780	-1	318030	318809	XIV	41.79	FMP41	protein_coding
tT(UAG)Q2	tT(UAG)Q2_tRNA	78089	78162	78162	74	-1	78089	78162	Mito	20.27		tRNA
YML003W	YML003W_mRNA	263483	264355	263483	873	1	263483	264355	XIII	35.51		protein_coding
YDL064W	YDL064W_mRNA	337487	338070	337487	474	1	337487	338070	IV	38.36	UBC9	protein_coding
YOL129W	YOL129W_mRNA	77560	78114	77560	555	1	77560	78114	XV	40.18	VPS68	protein_coding
YOR037W	YOR037W_mRNA	401555	402655	401555	1101	1	401555	402655	XV	38.06	CYC2	protein_coding
YOR280C	YOR280C_mRNA	844992	845792	845792	801	-1	844992	845792	XV	38.58	FSH3	protein_coding
YBR236C	YBR236C_mRNA	690383	691693	691693	1311	-1	690383	691693	II	38.75	ABD1	protein_coding
YAR023C	YAR023C_mRNA	179281	179820	179820	540	-1	179281	179820	I	40.19		protein_coding
YIL134C-A	YIL134C-A_mRNA	96522	96725	96725	204	-1	96522	96725	IX	35.78		protein_coding
YOR189W	YOR189W_mRNA	689624	689974	689624	351	1	689624	689974	XV	41.03	IES4	protein_coding
YDR190C	YDR190C_mRNA	840604	841995	841995	1392	-1	840604	841995	IV	40.59	RVB1	protein_coding
YGL112C	YGL112C_mRNA	298178	299728	299728	1551	-1	298178	299728	VII	37.98	TAF6	protein_coding
YMR006C	YMR006C_mRNA	277561	279681	279681	2121	-1	277561	279681	XIII	41.73	PLB2	protein_coding
YML094W	YML094W_mRNA	82275	82849	82275	492	1	82275	82849	XIII	39.30	GIM5	protein_coding
YKR051W	YKR051W_mRNA	530946	532202	530946	1257	1	530946	532202	XI	37.39		protein_coding
YGR033C	YGR033C_mRNA	554248	554967	554967	720	-1	554248	554967	VII	38.75	TIM21	protein_coding
YGL190C	YGL190C_mRNA	145809	147389	147389	1581	-1	145809	147389	VII	35.55	CDC55	protein_coding
YHR009C	YHR009C_mRNA	124109	125680	125680	1572	-1	124109	125680	VIII	43.13	TDA3	protein_coding
YDL231C	YDL231C_mRNA	38867	42244	42244	3378	-1	38867	42244	IV	39.64	BRE4	protein_coding
YHR123W	YHR123W_mRNA	354815	356081	354815	1176	1	354815	356081	VIII	38.36	EPT1	protein_coding
YDR124W	YDR124W_mRNA	700315	701289	700315	975	1	700315	701289	IV	37.74		protein_coding
YGL246C	YGL246C_mRNA	37617	38780	38780	1164	-1	37617	38780	VII	36.60	RAI1	protein_coding
YMR198W	YMR198W_mRNA	659745	661529	659745	1785	1	659745	661529	XIII	37.87	CIK1	protein_coding
YML108W	YML108W_mRNA	54793	55110	54793	318	1	54793	55110	XIII	33.96		protein_coding
YIL160C	YIL160C_mRNA	40191	41444	41444	1254	-1	40191	41444	IX	45.61	POT1	protein_coding
YMR158W-B	YMR158W-B_mRNA	574471	574791	574471	321	1	574471	574791	XIII	36.76		protein_coding
YLR379W	YLR379W_mRNA	876922	877296	876922	375	1	876922	877296	XII	44.00		protein_coding
YBL100W-C	YBL100W-C_mRNA	28427	28546	28427	120	1	28427	28546	II	35.83		protein_coding
YDR145W	YDR145W_mRNA	746738	748357	746738	1620	1	746738	748357	IV	39.63	TAF12	protein_coding
YDL061C	YDL061C_mRNA	340628	340798	340798	171	-1	340628	340798	IV	45.03	RPS29B	protein_coding
YML019W	YML019W_mRNA	233457	234455	233457	999	1	233457	234455	XIII	37.64	OST6	protein_coding
YCR001W	YCR001W_mRNA	115685	115999	115685	315	1	115685	115999	III	30.48		protein_coding
YKL032C	YKL032C_mRNA	380065	381858	381858	1794	-1	380065	381858	XI	45.04	IXR1	protein_coding
YLR263W	YLR263W_mRNA	670340	672823	670340	2484	1	670340	672823	XII	35.19	RED1	protein_coding
YPL256C	YPL256C_mRNA	64977	66614	66614	1638	-1	64977	66614	XVI	39.56	CLN2	protein_coding
YPL099C	YPL099C_mRNA	363520	364068	364068	549	-1	363520	364068	XVI	38.25		protein_coding
YMR176W	YMR176W_mRNA	611740	615975	611740	4236	1	611740	615975	XIII	36.24	ECM5	protein_coding
YGR114C	YGR114C_mRNA	720265	720654	720654	390	-1	720265	720654	VII	38.97		protein_coding
YDL040C	YDL040C_mRNA	378874	381438	381438	2565	-1	378874	381438	IV	38.25	NAT1	protein_coding
YHR052W	YHR052W_mRNA	210848	211978	210848	1131	1	210848	211978	VIII	35.10	CIC1	protein_coding
YGR128C	YGR128C_mRNA	747950	750091	750091	2142	-1	747950	750091	VII	34.92	UTP8	protein_coding
YDR312W	YDR312W_mRNA	1087581	1088942	1087581	1362	1	1087581	1088942	IV	37.30	SSF2	protein_coding
YLR102C	YLR102C_mRNA	342970	343767	343767	798	-1	342970	343767	XII	41.73	APC9	protein_coding
YKL010C	YKL010C_mRNA	421424	425875	425875	4452	-1	421424	425875	XI	37.56	UFD4	protein_coding
YNL158W	YNL158W_mRNA	339612	340208	339612	597	1	339612	340208	XIV	40.87	PGA1	protein_coding
YBL006W-A	YBL006W-A_mRNA	216711	216860	216711	150	1	216711	216860	II	49.33		protein_coding
YDR162C	YDR162C_mRNA	780390	781100	781100	711	-1	780390	781100	IV	39.66	NBP2	protein_coding
YDL101C	YDL101C_mRNA	280307	281848	281848	1542	-1	280307	281848	IV	38.00	DUN1	protein_coding
YML081C-A	YML081C-A_mRNA	103983	104162	104162	180	-1	103983	104162	XIII	41.11	ATP18	protein_coding
YAL061W	YAL061W_mRNA	33448	34701	33448	1254	1	33448	34701	I	48.41	BDH2	protein_coding
YKR041W	YKR041W_mRNA	518198	518950	518198	753	1	518198	518950	XI	47.81		protein_coding
YHR091C	YHR091C_mRNA	284839	286770	286770	1932	-1	284839	286770	VIII	39.65	MSR1	protein_coding
YCL010C	YCL010C_mRNA	103571	104350	104350	780	-1	103571	104350	III	46.67	SGF29	protein_coding
YLR275W	YLR275W_mRNA	694378	694800	694378	333	1	694378	694800	XII	32.39	SMD2	protein_coding
tS(AGA)A	tS(AGA)A_tRNA	182522	182603	182603	82	-1	182522	182603	I	53.66		tRNA
YDR336W	YDR336W_mRNA	1145092	1146036	1145092	945	1	1145092	1146036	IV	36.72	MRX8	protein_coding
YMR002W	YMR002W_mRNA	272193	272663	272193	471	1	272193	272663	XIII	49.68	MIX17	protein_coding
YIL096C	YIL096C_mRNA	182117	183127	183127	1011	-1	182117	183127	IX	34.22	BMT5	protein_coding
YER062C	YER062C_mRNA	279930	280682	280682	753	-1	279930	280682	V	44.49		protein_coding
YKL090W	YKL090W_mRNA	271878	273209	271878	1332	1	271878	273209	XI	37.24	CUE2	protein_coding
YGR059W	YGR059W_mRNA	607563	609101	607563	1539	1	607563	609101	VII	35.67	SPR3	protein_coding
YNL322C	YNL322C_mRNA	33294	34235	34235	942	-1	33294	34235	XIV	48.30	KRE1	protein_coding
YJR149W	YJR149W_mRNA	707160	708374	707160	1215	1	707160	708374	X	37.78		protein_coding
YJR157W	YJR157W_mRNA	730515	730877	730515	363	1	730515	730877	X	31.68		protein_coding
YOR063W	YOR063W_mRNA	444686	445849	444686	1164	1	444686	445849	XV	45.02	RPL3	protein_coding
YLR091W	YLR091W_mRNA	322297	323178	322297	882	1	322297	323178	XII	46.03	GEP5	protein_coding
YEL050C	YEL050C_mRNA	59670	60851	60851	1182	-1	59670	60851	V	42.98	RML2	protein_coding
tL(GAG)G	tL(GAG)G_tRNA	700675	700756	700675	82	1	700675	700756	VII	62.20		tRNA
YPL064C	YPL064C_mRNA	428711	429616	429616	906	-1	428711	429616	XVI	38.63	CWC27	protein_coding
YPL101W	YPL101W_mRNA	360209	361579	360209	1371	1	360209	361579	XVI	42.82	ELP4	protein_coding
YPL247C	YPL247C_mRNA	82625	84196	84196	1572	-1	82625	84196	XVI	47.46		protein_coding
YNL337W	YNL337W_mRNA	7165	7419	7165	255	1	7165	7419	XIV	34.90		protein_coding
YMR276W	YMR276W_mRNA	818827	819948	818827	1122	1	818827	819948	XIII	51.43	DSK2	protein_coding
YMR301C	YMR301C_mRNA	867555	869627	869627	2073	-1	867555	869627	XIII	41.29	ATM1	protein_coding
YDR103W	YDR103W_mRNA	658350	661103	658350	2754	1	658350	661103	IV	37.18	STE5	protein_coding
YGL208W	YGL208W_mRNA	97338	98585	97338	1248	1	97338	98585	VII	45.19	SIP2	protein_coding
YPR066W	YPR066W_mRNA	681213	682112	681213	900	1	681213	682112	XVI	43.22	UBA3	protein_coding
YNL286W	YNL286W_mRNA	95223	96080	95223	858	1	95223	96080	XIV	38.34	CUS2	protein_coding
YDR488C	YDR488C_mRNA	1429188	1430789	1430789	1602	-1	1429188	1430789	IV	50.00	PAC11	protein_coding
snR34	snR34_snoRNA	899180	899382	899180	203	1	899180	899382	XII	35.96		snoRNA
YFL048C	YFL048C_mRNA	38843	40180	40180	1338	-1	38843	40180	VI	38.34	EMP47	protein_coding
YJL027C	YJL027C_mRNA	391833	392249	392249	417	-1	391833	392249	X	52.76		protein_coding
YBR141W-A	YBR141W-A_mRNA	527167	527262	527167	96	1	527167	527262	II	46.88		protein_coding
tG(GCC)P1	tG(GCC)P1_tRNA	572269	572339	572269	71	1	572269	572339	XVI	57.75		tRNA
YFR053C	YFR053C_mRNA	253592	255049	255049	1458	-1	253592	255049	VI	42.46	HXK1	protein_coding
YGR132C	YGR132C_mRNA	755589	756452	756452	864	-1	755589	756452	VII	42.01	PHB1	protein_coding
YPR093C	YPR093C_mRNA	719558	720424	720424	867	-1	719558	720424	XVI	46.37	ASR1	protein_coding
tS(AGA)D2	tS(AGA)D2_tRNA	980974	981055	981055	82	-1	980974	981055	IV	53.66		tRNA
YGL092W	YGL092W_mRNA	337906	341859	337906	3954	1	337906	341859	VII	38.11	NUP145	protein_coding
YPL037C	YPL037C_mRNA	481428	481901	481901	474	-1	481428	481901	XVI	44.94	EGD1	protein_coding
YOR310C	YOR310C_mRNA	896825	898360	898360	1536	-1	896825	898360	XV	38.28	NOP58	protein_coding
YBL031W	YBL031W_mRNA	161699	162715	161699	1017	1	161699	162715	II	39.82	SHE1	protein_coding
YMR063W	YMR063W_mRNA	397077	397796	397077	720	1	397077	397796	XIII	43.19	RIM9	protein_coding
YGL178W	YGL178W_mRNA	167352	170571	167352	2580	1	167352	170571	VII	36.27	MPT5	protein_coding
YKL033W-A	YKL033W-A_mRNA	374505	375215	374505	711	1	374505	375215	XI	40.51		protein_coding
YGR296C-A	YGR296C-A_mRNA	1088870	1089445	1089445	576	-1	1088870	1089445	VII	50.17		protein_coding
YLR084C	YLR084C_mRNA	296589	300251	300251	3663	-1	296589	300251	XII	37.89	RAX2	protein_coding
YHR036W	YHR036W_mRNA	180345	181760	180345	1416	1	180345	181760	VIII	40.54	BRL1	protein_coding
YKL176C	YKL176C_mRNA	115500	117986	117986	2487	-1	115500	117986	XI	39.36	LST4	protein_coding
YMR229C	YMR229C_mRNA	725934	731123	731123	5190	-1	725934	731123	XIII	37.44	RRP5	protein_coding
YOR238W	YOR238W_mRNA	783677	784588	783677	912	1	783677	784588	XV	36.51		protein_coding
YOR367W	YOR367W_mRNA	1026007	1026609	1026007	603	1	1026007	1026609	XV	37.65	SCP1	protein_coding
YOR297C	YOR297C_mRNA	874743	875321	875321	579	-1	874743	875321	XV	35.92	TIM18	protein_coding
YJL014W	YJL014W_mRNA	407558	409162	407558	1605	1	407558	409162	X	40.12	CCT3	protein_coding
YPR165W	YPR165W_mRNA	875368	875997	875368	630	1	875368	875997	XVI	41.11	RHO1	protein_coding
YDR009W	YDR009W_mRNA	463434	464996	463434	1563	1	463434	464996	IV	41.33	GAL3	protein_coding
YIL164C	YIL164C_mRNA	34087	34686	34686	600	-1	34087	34686	IX	47.83	NIT1	protein_coding
YLR435W	YLR435W_mRNA	1006378	1006995	1006378	618	1	1006378	1006995	XII	38.83	TSR2	protein_coding
YLR112W	YLR112W_mRNA	370791	371210	370791	420	1	370791	371210	XII	42.38		protein_coding
YNL147W	YNL147W_mRNA	350940	351383	350940	348	1	350940	351383	XIV	34.23	LSM7	protein_coding
YOR176W	YOR176W_mRNA	662401	663582	662401	1182	1	662401	663582	XV	41.29	HEM15	protein_coding
YPL177C	YPL177C_mRNA	213042	213962	213962	921	-1	213042	213962	XVI	41.26	CUP9	protein_coding
YJL203W	YJL203W_mRNA	53341	54183	53341	843	1	53341	54183	X	38.32	PRP21	protein_coding
YDR034C	YDR034C_mRNA	509737	512109	512109	2373	-1	509737	512109	IV	36.11	LYS14	protein_coding
YFL036W	YFL036W_mRNA	58782	62837	58782	4056	1	58782	62837	VI	38.02	RPO41	protein_coding
YHR217C	YHR217C_mRNA	556581	557042	557042	462	-1	556581	557042	VIII	51.95		protein_coding
YJL174W	YJL174W_mRNA	95092	95922	95092	831	1	95092	95922	X	43.20	KRE9	protein_coding
YDR329C	YDR329C_mRNA	1126270	1127595	1127595	1326	-1	1126270	1127595	IV	41.48	PEX3	protein_coding
tW(UCA)Q	tW(UCA)Q_tRNA	9374	9447	9374	74	1	9374	9447	Mito	28.38		tRNA
YDL229W	YDL229W_mRNA	44065	45906	44065	1842	1	44065	45906	IV	43.54	SSB1	protein_coding
YKR029C	YKR029C_mRNA	497578	499833	499833	2256	-1	497578	499833	XI	36.35	SET3	protein_coding
YDR285W	YDR285W_mRNA	1032436	1035063	1032436	2628	1	1032436	1035063	IV	34.63	ZIP1	protein_coding
YAL021C	YAL021C_mRNA	110846	113359	113359	2514	-1	110846	113359	I	45.66	CCR4	protein_coding
YPL157W	YPL157W_mRNA	254814	255761	254814	948	1	254814	255761	XVI	39.77	TGS1	protein_coding
YGL163C	YGL163C_mRNA	193707	196403	196403	2697	-1	193707	196403	VII	40.60	RAD54	protein_coding
YJR035W	YJR035W_mRNA	497355	500612	497355	3258	1	497355	500612	X	38.80	RAD26	protein_coding
YPL194W	YPL194W_mRNA	179277	181115	179277	1839	1	179277	181115	XVI	38.50	DDC1	protein_coding
tG(GCC)F1	tG(GCC)F1_tRNA	162228	162298	162228	71	1	162228	162298	VI	57.75	SUF20	tRNA
tE(UUC)E1	tE(UUC)E1_tRNA	177099	177170	177099	72	1	177099	177170	V	55.56		tRNA
YBR196C	YBR196C_mRNA	612236	613900	613900	1665	-1	612236	613900	II	43.30	PGI1	protein_coding
YOR183W	YOR183W_mRNA	678872	679261	678872	390	1	678872	679261	XV	40.77	FYV12	protein_coding
YDL025W-A	YDL025W-A_mRNA	405410	405514	405410	105	1	405410	405514	IV	41.90		protein_coding
YMR071C	YMR071C_mRNA	410762	411265	411265	504	-1	410762	411265	XIII	38.10	TVP18	protein_coding
YPL119C-A	YPL119C-A_mRNA	324024	324287	324287	264	-1	324024	324287	XVI	33.33		protein_coding
